                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                0.86964,                0.50246,                 1.0621,                0.93828,                0.48665,                 1.0849,                0.92182,                0.90061,                 0.9449,                0.67175,                  1.112,                0.50891,                 1.2633,                 1.1465,                0.49623,                 1.2776,               0.003169,               0.003169,               0.003169
                    210,                0.85727,                0.49019,                 1.0584,                0.92677,                0.47311,                 1.0824,                0.91547,                0.91359,                0.94524,                0.67177,                 1.1118,                0.50874,                 1.2633,                 1.1463,                0.49541,                 1.2775,               0.003136,               0.003136,               0.003136
                    211,                0.86522,                 0.4976,                 1.0584,                0.93427,                0.49321,                 1.0876,                0.91157,                0.91519,                0.94523,                0.67242,                 1.1116,                 0.5086,                 1.2634,                 1.1463,                0.49463,                 1.2777,               0.003103,               0.003103,               0.003103
                    212,                0.85934,                0.49407,                 1.0529,                0.93491,                0.48252,                 1.0792,                0.90813,                0.91738,                0.94535,                0.67268,                 1.1111,                0.50856,                 1.2633,                 1.1475,                0.49249,                 1.2779,                0.00307,                0.00307,                0.00307
                    213,                0.85477,                0.49448,                  1.052,                0.92353,                0.47983,                 1.0764,                 0.9112,                0.91832,                0.94591,                0.67384,                 1.1109,                0.50856,                 1.2632,                 1.1472,                0.49201,                 1.2781,               0.003037,               0.003037,               0.003037
                    214,                0.84771,                0.49574,                 1.0529,                0.91651,                0.48548,                 1.0765,                0.91203,                0.91474,                0.94568,                 0.6733,                 1.1107,                0.50885,                 1.2628,                 1.1468,                0.49295,                  1.278,               0.003004,               0.003004,               0.003004
                    215,                 0.8518,                0.49069,                 1.0542,                0.92119,                0.47887,                 1.0756,                0.91569,                0.91553,                0.94614,                0.67367,                 1.1106,                0.50888,                 1.2629,                 1.1464,                0.49175,                 1.2782,               0.002971,               0.002971,               0.002971
                    216,                0.83819,                0.48163,                  1.047,                0.90455,                0.46484,                 1.0688,                0.91476,                0.91731,                0.94607,                0.67326,                 1.1104,                0.50891,                 1.2631,                 1.1459,                0.49204,                 1.2775,               0.002938,               0.002938,               0.002938
                    217,                0.84771,                0.49079,                 1.0547,                0.91786,                0.48045,                 1.0787,                0.91735,                0.91859,                 0.9465,                0.67341,                 1.1103,                 0.5088,                  1.263,                 1.1458,                0.49093,                  1.277,               0.002905,               0.002905,               0.002905
                    218,                0.83679,                0.48838,                  1.046,                0.90414,                0.47176,                 1.0688,                0.91421,                0.92018,                0.94635,                0.67297,                 1.1103,                0.50878,                  1.263,                  1.145,                0.49062,                 1.2765,               0.002872,               0.002872,               0.002872
                    219,                0.83556,                0.48714,                 1.0459,                0.91021,                0.47811,                 1.0708,                0.91553,                0.91557,                0.94619,                0.67266,                 1.1102,                0.50843,                 1.2631,                 1.1442,                0.49286,                  1.276,               0.002839,               0.002839,               0.002839
                    220,                0.84401,                0.49097,                 1.0512,                0.91653,                0.48144,                 1.0765,                0.91637,                 0.9158,                0.94614,                0.67277,                   1.11,                0.50825,                 1.2627,                 1.1442,                0.49285,                 1.2761,               0.002806,               0.002806,               0.002806
                    221,                0.83118,                0.48228,                 1.0437,                0.90171,                0.46326,                 1.0672,                0.91687,                 0.9137,                0.94589,                0.67285,                 1.1099,                0.50822,                 1.2627,                 1.1446,                0.49047,                 1.2762,               0.002773,               0.002773,               0.002773
                    222,                 0.8375,                 0.4859,                 1.0463,                0.90571,                0.47665,                 1.0683,                0.91633,                 0.9144,                0.94577,                0.67225,                 1.1101,                0.50813,                 1.2628,                 1.1446,                0.49015,                 1.2764,                0.00274,                0.00274,                0.00274
                    223,                0.82214,                0.47686,                  1.041,                0.88841,                0.46089,                  1.061,                0.91686,                 0.9137,                0.94571,                0.67231,                 1.1101,                0.50786,                 1.2631,                 1.1449,                 0.4891,                 1.2776,               0.002707,               0.002707,               0.002707
                    224,                0.81858,                0.47568,                  1.033,                0.88692,                0.46606,                 1.0545,                 0.9165,                 0.9151,                0.94585,                0.67234,                 1.1099,                0.50783,                  1.263,                 1.1448,                  0.488,                 1.2774,               0.002674,               0.002674,               0.002674
                    225,                0.82154,                0.46912,                 1.0369,                 0.8914,                0.45166,                 1.0575,                0.91819,                0.91674,                0.94592,                0.67245,                 1.1098,                0.50784,                  1.263,                 1.1447,                0.48709,                  1.278,               0.002641,               0.002641,               0.002641
                    226,                0.82229,                0.47345,                 1.0365,                0.89006,                0.45663,                 1.0595,                0.91673,                0.91694,                0.94604,                0.67321,                 1.1097,                0.50786,                 1.2628,                 1.1444,                0.48678,                 1.2775,               0.002608,               0.002608,               0.002608
                    227,                0.81705,                 0.4704,                 1.0346,                0.88388,                0.44933,                 1.0591,                0.91673,                0.91785,                0.94637,                0.67374,                 1.1096,                0.50757,                 1.2627,                 1.1439,                  0.487,                 1.2775,               0.002575,               0.002575,               0.002575
                    228,                0.81184,                0.47068,                 1.0347,                0.87817,                0.45777,                 1.0586,                0.91773,                0.91839,                0.94616,                0.67304,                 1.1093,                 0.5073,                 1.2627,                 1.1438,                 0.4874,                 1.2775,               0.002542,               0.002542,               0.002542
                    229,                0.81702,                0.47048,                 1.0375,                0.88504,                0.45545,                   1.06,                0.91753,                0.91555,                0.94618,                 0.6728,                 1.1092,                0.50703,                 1.2627,                 1.1434,                0.48771,                 1.2773,               0.002509,               0.002509,               0.002509
                    230,                0.81649,                  0.471,                  1.037,                0.87906,                0.45589,                 1.0572,                0.92053,                0.91729,                0.94654,                0.67299,                 1.1092,                0.50707,                 1.2627,                 1.1432,                0.48741,                 1.2775,               0.002476,               0.002476,               0.002476
                    231,                0.81143,                0.46772,                 1.0323,                0.87676,                0.45339,                 1.0517,                0.92035,                0.91712,                0.94649,                0.67294,                 1.1091,                0.50682,                 1.2627,                 1.1427,                0.48788,                 1.2773,               0.002443,               0.002443,               0.002443
                    232,                0.80611,                0.46238,                 1.0301,                0.87059,                0.44719,                 1.0494,                0.92097,                0.91816,                0.94663,                0.67346,                  1.109,                0.50678,                 1.2628,                 1.1429,                0.48707,                 1.2774,                0.00241,                0.00241,                0.00241
                    233,                0.80711,                0.46764,                 1.0243,                0.87152,                0.45449,                 1.0445,                0.92269,                0.91723,                0.94658,                0.67382,                  1.109,                0.50657,                  1.263,                 1.1428,                0.48725,                 1.2775,               0.002377,               0.002377,               0.002377
                    234,                0.80954,                0.46821,                 1.0333,                 0.8788,                0.45302,                 1.0532,                0.92469,                0.91783,                0.94664,                0.67364,                  1.109,                0.50637,                  1.263,                 1.1425,                0.48707,                 1.2775,               0.002344,               0.002344,               0.002344
                    235,                0.79667,                0.46002,                 1.0302,                0.86544,                0.44663,                 1.0506,                0.92163,                0.91674,                0.94622,                0.67292,                 1.1091,                0.50618,                 1.2631,                 1.1424,                0.48883,                 1.2777,               0.002311,               0.002311,               0.002311
                    236,                0.78942,                 0.4522,                 1.0228,                0.85657,                0.43426,                 1.0449,                 0.9186,                  0.917,                0.94645,                0.67325,                 1.1092,                0.50621,                 1.2633,                 1.1425,                0.48886,                 1.2781,               0.002278,               0.002278,               0.002278
                    237,                0.79236,                0.45743,                 1.0251,                0.86156,                0.44668,                 1.0494,                0.91924,                 0.9206,                0.94649,                0.67391,                 1.1095,                0.50547,                 1.2637,                 1.1432,                0.48665,                 1.2788,               0.002245,               0.002245,               0.002245
                    238,                 0.7886,                0.45487,                 1.0226,                0.85575,                0.43899,                 1.0446,                0.91767,                0.91931,                0.94634,                0.67392,                 1.1094,                0.50521,                 1.2637,                  1.143,                0.48653,                 1.2789,               0.002212,               0.002212,               0.002212
                    239,                0.78689,                0.45628,                 1.0273,                0.84993,                0.43465,                 1.0479,                0.91445,                 0.9217,                0.94601,                0.67381,                 1.1094,                0.50474,                 1.2637,                 1.1427,                0.48792,                 1.2789,               0.002179,               0.002179,               0.002179
                    240,                0.78553,                0.44664,                 1.0233,                0.84878,                0.42587,                 1.0453,                0.91256,                 0.9195,                0.94575,                 0.6731,                 1.1093,                0.50442,                 1.2638,                 1.1436,                 0.4869,                 1.2778,               0.002146,               0.002146,               0.002146
                    241,                0.78605,                0.45097,                 1.0202,                0.84889,                0.42908,                 1.0407,                0.90748,                0.92312,                0.94564,                0.67305,                 1.1093,                0.50399,                  1.264,                 1.1435,                0.48732,                 1.2777,               0.002113,               0.002113,               0.002113
                    242,                 0.7727,                0.44114,                 1.0144,                0.83539,                0.42472,                 1.0355,                0.90932,                0.92373,                0.94582,                0.67364,                 1.1094,                0.50376,                 1.2642,                 1.1432,                 0.4872,                 1.2777,                0.00208,                0.00208,                0.00208
                    243,                0.77905,                0.44857,                 1.0195,                0.84421,                 0.4323,                 1.0433,                0.91036,                 0.9193,                0.94555,                0.67339,                 1.1094,                0.50368,                 1.2642,                 1.1431,                0.48712,                 1.2778,               0.002047,               0.002047,               0.002047
                    244,                0.77133,                 0.4409,                 1.0135,                0.83603,                0.42018,                  1.036,                0.91277,                0.92271,                0.94646,                0.67401,                 1.1096,                0.50336,                 1.2644,                 1.1431,                0.48651,                  1.278,               0.002014,               0.002014,               0.002014
                    245,                0.77469,                0.44635,                 1.0164,                0.83656,                0.42912,                 1.0379,                0.91109,                0.91951,                0.94687,                0.67447,                 1.1097,                0.50271,                 1.2645,                 1.1438,                0.48375,                 1.2788,               0.001981,               0.001981,               0.001981
                    246,                0.76935,                0.44386,                 1.0104,                0.83411,                0.42781,                 1.0324,                0.90905,                0.91985,                0.94689,                0.67426,                 1.1098,                0.50228,                 1.2647,                 1.1435,                0.48473,                  1.279,               0.001948,               0.001948,               0.001948
                    247,                0.77191,                   0.44,                 1.0169,                0.83342,                0.41911,                 1.0378,                0.90846,                0.92123,                0.94611,                0.67332,                 1.1098,                0.50199,                 1.2649,                 1.1438,                0.48634,                 1.2791,               0.001915,               0.001915,               0.001915
                    248,                0.76369,                0.43923,                 1.0113,                0.82743,                0.41716,                 1.0335,                0.92201,                0.90649,                0.94608,                0.67393,                 1.1099,                0.50167,                  1.265,                 1.1432,                0.48718,                 1.2789,               0.001882,               0.001882,               0.001882
                    249,                0.76615,                0.43845,                 1.0105,                0.82869,                0.42179,                 1.0311,                0.90995,                0.92128,                 0.9464,                0.67496,                 1.1099,                0.50136,                  1.265,                 1.1442,                0.48265,                 1.2792,               0.001849,               0.001849,               0.001849
                    250,                0.75301,                  0.432,                 1.0034,                0.81135,                0.41212,                  1.019,                0.92208,                0.91066,                0.94639,                0.67488,                 1.1098,                 0.5011,                  1.265,                  1.144,                0.48185,                 1.2793,               0.001816,               0.001816,               0.001816
                    251,                0.75726,                0.43402,                 1.0105,                0.81693,                0.41405,                 1.0289,                0.91929,                0.91111,                0.94628,                  0.675,                 1.1097,                0.50088,                  1.265,                 1.1435,                0.48251,                  1.278,               0.001783,               0.001783,               0.001783
                    252,                0.76009,                0.43281,                 1.0042,                0.82386,                0.41212,                 1.0243,                0.92213,                0.91038,                0.94634,                0.67511,                 1.1097,                0.50075,                 1.2649,                 1.1439,                0.48027,                 1.2787,                0.00175,                0.00175,                0.00175
                    253,                0.75149,                0.42786,                 1.0034,                0.81378,                0.40666,                 1.0222,                0.92396,                0.90962,                0.94619,                0.67543,                 1.1099,                0.50025,                 1.2651,                 1.1442,                0.47998,                  1.279,               0.001717,               0.001717,               0.001717
                    254,                0.75472,                0.43477,                 1.0021,                0.81625,                0.41759,                 1.0221,                0.92783,                0.90339,                0.94622,                0.67543,                   1.11,                    0.5,                 1.2653,                 1.1441,                0.48027,                 1.2791,               0.001684,               0.001684,               0.001684
                    255,                0.74773,                0.42714,                 1.0023,                0.80954,                0.40545,                 1.0212,                0.92498,                0.90847,                0.94643,                0.67571,                 1.1099,                0.49992,                 1.2652,                  1.144,                0.47995,                 1.2786,               0.001651,               0.001651,               0.001651
                    256,                0.74608,                0.42528,                0.99961,                0.80451,                0.40199,                 1.0183,                0.92544,                0.90782,                0.94749,                0.67573,                 1.1104,                0.49902,                 1.2657,                 1.1438,                 0.4803,                 1.2787,               0.001618,               0.001618,               0.001618
                    257,                0.74992,                0.42884,                  1.005,                0.80701,                0.40787,                 1.0224,                0.91181,                0.92093,                0.94749,                0.67587,                 1.1108,                0.49923,                 1.2661,                 1.1436,                0.48068,                 1.2789,               0.001585,               0.001585,               0.001585
                    258,                0.74254,                0.42571,                 1.0022,                0.79941,                0.40303,                 1.0212,                 0.9125,                0.92063,                0.94717,                0.67633,                  1.111,                0.49956,                 1.2662,                 1.1435,                0.48086,                 1.2789,               0.001552,               0.001552,               0.001552
                    259,                0.74056,                0.42316,                0.99988,                0.80235,                0.40104,                   1.02,                 0.9366,                0.90212,                0.94695,                0.67706,                 1.1115,                0.49828,                 1.2668,                 1.1435,                0.48045,                 1.2793,               0.001519,               0.001519,               0.001519
                    260,                0.73489,                0.41788,                0.99561,                0.79596,                0.39363,                 1.0153,                0.91383,                 0.9198,                0.94614,                0.67632,                 1.1114,                0.49802,                  1.267,                 1.1439,                0.47831,                 1.2807,               0.001486,               0.001486,               0.001486
                    261,                0.73575,                0.42393,                0.99883,                0.79637,                0.40198,                 1.0196,                0.90384,                0.92601,                0.94574,                0.67683,                 1.1115,                0.49792,                 1.2671,                 1.1443,                0.47809,                  1.281,               0.001453,               0.001453,               0.001453
                    262,                0.73295,                 0.4227,                0.99623,                0.79675,                0.40574,                 1.0201,                0.91245,                0.92293,                0.94583,                0.67708,                 1.1116,                0.49716,                 1.2673,                 1.1443,                0.47779,                 1.2807,                0.00142,                0.00142,                0.00142
                    263,                0.73067,                 0.4192,                0.99678,                0.78701,                0.39418,                 1.0182,                0.91264,                0.92256,                0.94608,                0.67738,                 1.1117,                0.49694,                 1.2674,                 1.1443,                 0.4777,                 1.2809,               0.001387,               0.001387,               0.001387
                    264,                0.72591,                0.41665,                 0.9958,                0.78666,                0.39209,                 1.0169,                0.91269,                0.92149,                 0.9464,                0.67821,                  1.111,                0.49682,                  1.267,                 1.1438,                0.47771,                   1.28,               0.001354,               0.001354,               0.001354
                    265,                0.72541,                0.41546,                0.99513,                0.78302,                0.39656,                 1.0176,                0.91238,                  0.924,                0.94643,                0.67776,                 1.1111,                0.49669,                 1.2672,                 1.1439,                0.47937,                 1.2797,               0.001321,               0.001321,               0.001321
                    266,                0.71808,                0.40917,                 0.9898,                0.77953,                0.39093,                 1.0123,                0.90818,                0.92495,                0.94618,                0.67798,                 1.1112,                0.49662,                 1.2673,                 1.1437,                0.48007,                 1.2804,               0.001288,               0.001288,               0.001288
                    267,                 0.7257,                0.41387,                0.99231,                0.78145,                0.39637,                 1.0117,                0.93542,                0.90008,                0.94646,                0.67819,                 1.1112,                0.49613,                 1.2676,                 1.1445,                0.47564,                 1.2818,               0.001255,               0.001255,               0.001255
                    268,                0.71931,                0.40916,                0.98787,                0.77845,                0.39321,                   1.01,                0.91349,                0.92559,                0.94679,                0.67852,                 1.1114,                0.49602,                 1.2678,                 1.1444,                0.47462,                 1.2819,               0.001222,               0.001222,               0.001222
                    269,                0.71448,                0.40991,                0.98744,                0.77679,                0.38651,                 1.0077,                0.91124,                0.92507,                0.94666,                 0.6787,                 1.1114,                0.49546,                 1.2678,                 1.1431,                0.47811,                 1.2813,               0.001189,               0.001189,               0.001189
                    270,                0.71173,                0.40634,                0.98837,                0.77253,                 0.3882,                 1.0096,                0.91138,                0.92692,                0.94615,                0.67767,                 1.1116,                0.49521,                 1.2681,                 1.1436,                0.47912,                 1.2818,               0.001156,               0.001156,               0.001156
                    271,                0.70501,                0.40432,                0.98462,                0.76324,                0.38145,                 1.0053,                 0.9117,                0.92706,                0.94556,                0.67572,                 1.1119,                0.49478,                 1.2686,                 1.1435,                0.47888,                  1.282,               0.001123,               0.001123,               0.001123
                    272,                0.70516,                0.40274,                0.98516,                0.76079,                0.37037,                 1.0023,                0.91167,                0.92613,                0.94561,                0.67495,                 1.1121,                0.49456,                 1.2689,                 1.1437,                0.47796,                 1.2826,                0.00109,                0.00109,                0.00109
                    273,                0.70564,                0.40559,                0.98728,                0.76756,                 0.3928,                 1.0074,                0.90971,                0.92452,                0.94533,                0.67397,                 1.1121,                0.49463,                 1.2691,                 1.1446,                0.47781,                 1.2819,               0.001057,               0.001057,               0.001057
                    274,                0.70513,                0.40546,                0.98375,                0.76168,                0.38847,                 1.0024,                0.91188,                0.92319,                0.94521,                0.67325,                 1.1122,                0.49456,                 1.2694,                 1.1442,                0.47964,                 1.2816,               0.001024,               0.001024,               0.001024
                    275,                0.69464,                0.39776,                0.97906,                 0.7516,                0.37291,                0.99788,                 0.9069,                 0.9242,                 0.9446,                0.67459,                 1.1124,                0.49426,                 1.2697,                 1.1441,                 0.4801,                 1.2818,               0.000991,               0.000991,               0.000991
                    276,                0.69952,                0.39659,                0.98372,                 0.7571,                0.36966,                 1.0033,                0.93673,                0.89761,                0.94524,                0.67577,                 1.1124,                0.49411,                 1.2699,                 1.1441,                0.47832,                 1.2821,               0.000958,               0.000958,               0.000958
                    277,                  0.689,                0.38762,                0.97728,                0.74458,                0.36452,                0.99707,                0.93709,                 0.8969,                0.94547,                0.67574,                 1.1126,                0.49423,                 1.2703,                  1.144,                0.47902,                 1.2822,               0.000925,               0.000925,               0.000925
                    278,                0.68878,                0.39261,                0.97536,                0.74816,                0.36971,                0.99608,                0.93368,                 0.8968,                0.94527,                0.67577,                 1.1125,                0.49411,                 1.2706,                  1.144,                0.47971,                 1.2825,               0.000892,               0.000892,               0.000892
                    279,                0.68923,                0.39323,                0.97689,                0.74365,                0.37125,                0.99523,                0.90678,                0.92004,                0.94511,                0.67546,                 1.1127,                0.49392,                 1.2708,                 1.1434,                0.48155,                 1.2834,               0.000859,               0.000859,               0.000859
                    280,                0.68526,                0.39116,                0.97854,                0.74173,                0.36848,                  0.997,                0.93194,                0.89587,                 0.9447,                0.67483,                 1.1131,                0.49339,                 1.2715,                 1.1424,                0.48393,                 1.2826,               0.000826,               0.000826,               0.000826
                    281,                0.68392,                0.39012,                0.97502,                0.73905,                0.36712,                0.99279,                0.92678,                0.90214,                0.94389,                0.67395,                 1.1132,                0.49327,                 1.2718,                 1.1459,                0.47625,                 1.2853,               0.000793,               0.000793,               0.000793
                    282,                0.67777,                0.38644,                0.97248,                 0.7355,                0.36331,                 0.9923,                0.90963,                0.91741,                 0.9427,                0.67305,                 1.1133,                0.49314,                 1.2719,                 1.1457,                0.47738,                 1.2854,                0.00076,                0.00076,                0.00076
                    283,                0.67078,                 0.3826,                0.97496,                0.72644,                 0.3564,                0.99474,                0.92483,                0.90022,                0.94113,                0.67181,                 1.1134,                0.49222,                 1.2722,                 1.1451,                0.48085,                 1.2846,               0.000727,               0.000727,               0.000727
                    284,                0.67704,                0.38356,                0.97498,                0.73135,                0.35972,                0.99451,                0.91906,                 0.9102,                 0.9403,                 0.6711,                 1.1136,                0.49206,                 1.2726,                 1.1456,                0.48079,                 1.2851,               0.000694,               0.000694,               0.000694
                    285,                0.67684,                0.38696,                0.97177,                0.73251,                0.36333,                0.99211,                 0.9143,                0.91606,                0.93971,                0.67076,                 1.1137,                0.49208,                 1.2729,                 1.1447,                0.48097,                 1.2854,               0.000661,               0.000661,               0.000661
                    286,                 0.6717,                0.38085,                0.97483,                0.72466,                0.35908,                0.99234,                0.92749,                0.90067,                0.94053,                0.67074,                 1.1139,                 0.4918,                 1.2731,                 1.1447,                 0.4811,                 1.2873,               0.000628,               0.000628,               0.000628
                    287,                0.67674,                0.38398,                0.97488,                0.73315,                0.36379,                0.99479,                0.91242,                0.91622,                0.94139,                0.67171,                 1.1147,                0.49084,                 1.2744,                 1.1448,                0.48011,                 1.2879,               0.000595,               0.000595,               0.000595
                    288,                0.66819,                0.37903,                0.96892,                0.72019,                0.35058,                0.98678,                0.91272,                0.91867,                0.94145,                0.67241,                 1.1158,                 0.4906,                  1.276,                 1.1445,                0.47901,                 1.2874,               0.000562,               0.000562,               0.000562
                    289,                0.66498,                0.38155,                0.96831,                0.71929,                0.36156,                0.98646,                0.92718,                0.90654,                0.94114,                0.67234,                 1.1158,                0.49075,                 1.2762,                 1.1444,                0.47734,                 1.2877,               0.000529,               0.000529,               0.000529
                    290,                0.66864,                0.38182,                0.97035,                0.72394,                 0.3575,                0.98928,                 0.9213,                  0.909,                0.94129,                0.67296,                 1.1159,                0.49065,                 1.2764,                 1.1443,                0.47767,                 1.2879,               0.000496,               0.000496,               0.000496
                    291,                0.64849,                0.30136,                0.98932,                0.66795,                0.22026,                0.99981,                0.92063,                0.91269,                 0.9414,                 0.6743,                 1.1158,                0.49067,                 1.2765,                 1.1435,                0.47807,                 1.2877,               0.000463,               0.000463,               0.000463
                    292,                0.62867,                0.29386,                0.97295,                 0.6484,                0.21074,                 0.9829,                0.92643,                0.90651,                0.94079,                0.67368,                 1.1159,                0.49075,                 1.2769,                 1.1436,                0.47969,                 1.2875,                0.00043,                0.00043,                0.00043
                    293,                0.61928,                0.29142,                0.97189,                0.63857,                0.20722,                0.98198,                0.92558,                0.91094,                0.94042,                0.67244,                 1.1159,                0.49093,                 1.2769,                 1.1432,                0.48104,                  1.287,               0.000397,               0.000397,               0.000397
                    294,                 0.6119,                 0.2874,                0.96331,                 0.6302,                0.20196,                0.97098,                 0.9226,                0.90534,                0.93936,                0.67107,                 1.1159,                0.49094,                 1.2771,                  1.143,                 0.4839,                 1.2872,               0.000364,               0.000364,               0.000364
                    295,                0.60563,                0.28569,                0.96421,                0.62203,                0.20254,                0.97157,                0.92604,                0.90956,                0.93879,                0.67029,                 1.1158,                0.49098,                 1.2771,                 1.1424,                0.48393,                 1.2872,               0.000331,               0.000331,               0.000331
                    296,                0.60874,                0.28556,                 0.9625,                0.62751,                 0.2066,                0.97207,                0.92341,                0.91393,                 0.9387,                0.67013,                 1.1158,                0.49106,                 1.2772,                 1.1424,                0.48117,                 1.2875,               0.000298,               0.000298,               0.000298
                    297,                0.60029,                0.28399,                0.95872,                0.61514,                0.20499,                0.96704,                0.92605,                0.90805,                0.94032,                0.67133,                 1.1159,                0.49115,                 1.2774,                 1.1426,                0.48133,                 1.2876,               0.000265,               0.000265,               0.000265
                    298,                0.59256,                0.28134,                0.95445,                0.61023,                0.20051,                0.96498,                0.92449,                0.90743,                0.94042,                0.67224,                 1.1159,                0.49125,                 1.2776,                 1.1421,                0.48374,                  1.288,               0.000232,               0.000232,               0.000232
                    299,                 0.5839,                0.27939,                 0.9494,                0.59907,                0.20032,                0.95787,                0.92703,                0.90491,                 0.9404,                0.67378,                  1.116,                0.49128,                 1.2779,                 1.1418,                0.48324,                 1.2881,               0.000199,               0.000199,               0.000199
                    300,                0.59335,                0.27769,                0.95426,                0.60964,                0.19808,                0.96293,                0.92237,                0.90829,                0.94035,                0.67475,                 1.1162,                0.49127,                 1.2784,                 1.1417,                 0.4825,                 1.2883,               0.000166,               0.000166,               0.000166
